-0.1143	3.0318	0	0	-0.1143	3.0318	0	2.75	0	1
0.173585	3.47902	0.703039	1.44208	0.216724	3.4522	-0.022	3.0991	-0.1097	0.994
-0.139325	3.53382	-0.845313	0.345699	-0.1487	3.4619	-0.0938	3.4924	-0.2334	0.9724
-0.217354	3.86355	-0.220616	1.33842	-0.175466	3.6601	-0.2143	3.8735	-0.3535	0.9354
-0.424068	4.23315	-0.567116	0.870831	-0.4367	4.2035	-0.3817	4.2365	-0.4679	0.8838
-0.692148	4.45979	-0.669697	0.49648	-0.692866	4.43996	-0.5932	4.5757	-0.575	0.8181
-0.850789	4.86089	-0.375407	1.06772	-0.8415	4.8975	-0.8456	4.8857	-0.673	0.7396
-0.993412	5.06464	-0.383729	0.620293	-0.963857	4.90316	-1.1348	5.1616	-0.7604	0.6494
-1.56071	5.44648	-1.47123	1.01821	-1.6043	5.4788	-1.4564	5.3991	-0.8358	0.549
-1.87302	5.80729	-0.684467	0.764928	-1.84743	5.82737	-1.8051	5.5945	-0.898	0.4399
-2.17802	5.7496	-0.701622	-0.236674	-2.1677	5.6872	-2.1756	5.7445	-0.9461	0.3239
-2.70758	5.67646	-1.49525	0.110289	-2.68717	5.55288	-2.562	5.847	-0.9792	0.2028
-2.92	5.94236	-0.551722	0.665729	-2.8886	5.9649	-2.9582	5.9002	-0.9969	0.0785
-3.75964	5.8233	-2.03682	-0.712667	-3.94889	5.8609	-3.3579	5.9033	-0.9989	-0.0471
-3.92405	5.72927	-0.482093	-0.321327	-3.8673	5.7312	-3.7549	5.8563	-0.9851	-0.1719
-4.27987	5.50363	-0.968683	-0.516637	-4.28514	5.45231	-4.1429	5.76	-0.9558	-0.294
-4.74418	5.83184	-1.29771	0.915547	-4.7825	5.9153	-4.5157	5.6157	-0.9114	-0.4115
-4.94654	5.70769	-0.577512	-0.248529	-4.7421	5.45495	-4.8675	5.4259	-0.8526	-0.5225
-5.1963	5.32634	-0.53325	-0.963822	-5.1813	5.2889	-5.1927	5.1935	-0.7804	-0.6252
-5.5544	5.03207	-0.544851	-1.06165	-5.80661	5.2394	-5.4863	4.9222	-0.6959	-0.7181
-5.70441	4.89799	-0.44809	-0.351712	-5.7116	4.9296	-5.7435	4.6162	-0.6004	-0.7997
-5.8542	4.22667	-0.80996	-1.42282	-5.53307	3.92338	-5.9603	4.2804	-0.4955	-0.8686
-6.12955	3.88141	-0.745561	-0.882471	-6.1354	3.9046	-6.1333	3.92	-0.3827	-0.9239
-6.29742	3.82507	-0.202851	-0.188714	-6.36113	3.94211	-6.2599	3.5408	-0.2639	-0.9646
-6.2895	3.29749	0.142256	-1.28388	-6.2535	3.2496	-6.3378	3.1487	-0.1409	-0.99
-6.22689	2.85468	0.45344	-1.22524	-6.38257	2.93486	-6.3661	2.75	-0.0157	-0.9999
